"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
463,"2019-02-01 07:57:51.2810","2019-02-01 08:05:35.2290",40,"Lewis Wharf at Atlantic Ave",42.363871,-71.050877,22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,2430,"Subscriber",1993,1
1343,"2019-02-01 07:58:05.4370","2019-02-01 08:20:28.6770",69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,141,"Kendall Street",42.363560158429884,-71.08216792345047,2863,"Subscriber",1990,1
433,"2019-02-01 07:58:09.4070","2019-02-01 08:05:23.2120",43,"Rowes Wharf at Atlantic Ave",42.357143,-71.050699,345,"Park Plaza at Charles St S.",42.351828068920675,-71.06781138111728,3046,"Subscriber",1983,1
145,"2019-02-01 07:58:15.2960","2019-02-01 08:00:40.5260",374,"Tremont St at Hamilton Pl",42.35668334969929,-71.06166645884514,23,"Boston City Hall - 28 State St",42.35892,-71.057629,2119,"Subscriber",1973,1
433,"2019-02-01 07:58:21.5270","2019-02-01 08:05:34.6180",71,"Conway Park - Somerville Avenue",42.383405,-71.107593,115,"Porter Square Station",42.387995,-71.119084,3915,"Subscriber",1983,1
812,"2019-02-01 07:58:27.8270","2019-02-01 08:12:00.3330",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,107,"Ames St at Main St",42.3625,-71.08822,4429,"Subscriber",1959,1
493,"2019-02-01 07:58:57.4650","2019-02-01 08:07:10.8440",361,"Deerfield St at Commonwealth Ave",42.34924376955301,-71.09728209692548,67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,4094,"Subscriber",1998,1
455,"2019-02-01 07:59:02.5730","2019-02-01 08:06:38.3530",222,"Troy Boston",42.343749,-71.062256,16,"Back Bay T Stop - Dartmouth St at Stuart St",42.34807412317439,-71.07657015323639,2221,"Subscriber",1986,1
1413,"2019-02-01 07:59:09.1450","2019-02-01 08:22:42.4950",69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,117,"Binney St / Sixth St",42.36616223459919,-71.08688293667001,3101,"Subscriber",1982,1
537,"2019-02-01 07:59:22.1950","2019-02-01 08:08:19.8330",43,"Rowes Wharf at Atlantic Ave",42.357143,-71.050699,345,"Park Plaza at Charles St S.",42.351828068920675,-71.06781138111728,2261,"Subscriber",1961,1
792,"2019-02-01 07:59:25.0200","2019-02-01 08:12:37.4210",358,"Medford St at Charlestown BCYF",42.380429474494896,-71.06055721676967,151,"Surface Rd at India St",42.358155,-71.052163,4006,"Subscriber",1986,1
319,"2019-02-01 08:00:06.2000","2019-02-01 08:05:25.9140",228,"One Memorial Drive",42.361619320766856,-71.0804355052096,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3162,"Subscriber",1970,1
260,"2019-02-01 08:00:04.4030","2019-02-01 08:04:24.5800",239,"Community Path at Cedar Street",42.39407223665884,-71.11133694648743,100,"Davis Square",42.396969,-71.123024,2097,"Subscriber",1994,1
677,"2019-02-01 08:00:30.1710","2019-02-01 08:11:47.4990",121,"W Broadway at Dorchester St",42.335693,-71.045859,22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,2409,"Subscriber",1988,2
1295,"2019-02-01 08:00:51.3500","2019-02-01 08:22:27.2430",40,"Lewis Wharf at Atlantic Ave",42.363871,-71.050877,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3225,"Subscriber",1984,1
313,"2019-02-01 08:01:17.6210","2019-02-01 08:06:31.1550",22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,24,"Seaport Square - Seaport Blvd at Northern Ave",42.35148193460858,-71.04436084628105,2269,"Subscriber",1963,2
903,"2019-02-01 08:01:36.7860","2019-02-01 08:16:40.6370",364,"Tremont St at Northampton St",42.33889559644165,-71.08149975611013,91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,4105,"Subscriber",1999,0
299,"2019-02-01 08:01:53.8020","2019-02-01 08:06:53.2990",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,380,"Mass Ave at Albany St",42.36135837662249,-71.09670273977825,2980,"Subscriber",1975,1
683,"2019-02-01 08:02:08.9590","2019-02-01 08:13:32.5630",192,"Purchase St at Pearl St",42.354659,-71.053181,21,"Prudential Center - Belvedere St",42.34652003998412,-71.08065776545118,3917,"Subscriber",1978,1
1127,"2019-02-01 08:02:18.4660","2019-02-01 08:21:05.7020",195,"Child St at North St",42.37150494100319,-71.07249312120985,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,3859,"Subscriber",1979,2
280,"2019-02-01 08:02:43.2900","2019-02-01 08:07:24.0720",117,"Binney St / Sixth St",42.36616223459919,-71.08688293667001,228,"One Memorial Drive",42.361619320766856,-71.0804355052096,2158,"Subscriber",1995,1
1346,"2019-02-01 08:02:49.8530","2019-02-01 08:25:16.5050",280,"Main St at Baldwin St",42.380857,-71.070629,24,"Seaport Square - Seaport Blvd at Northern Ave",42.35148193460858,-71.04436084628105,2580,"Subscriber",1978,2
1818,"2019-02-01 08:03:17.2440","2019-02-01 08:33:36.1110",43,"Rowes Wharf at Atlantic Ave",42.357143,-71.050699,108,"Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St",42.377945,-71.116865,4409,"Subscriber",1958,1
840,"2019-02-01 08:04:16.1840","2019-02-01 08:18:16.4810",318,"Ames St at Broadway",42.3636929,-71.0875672,356,"Charlestown Navy Yard",42.374124549426526,-71.05481199938367,2880,"Subscriber",1991,1
570,"2019-02-01 08:04:23.1380","2019-02-01 08:13:53.5080",26,"Washington St at Waltham St",42.341522,-71.068922,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2634,"Subscriber",1957,1
447,"2019-02-01 08:04:38.2010","2019-02-01 08:12:05.4660",26,"Washington St at Waltham St",42.341522,-71.068922,81,"Chinatown T Stop",42.352409,-71.062679,2421,"Subscriber",1959,1
257,"2019-02-01 08:05:06.3690","2019-02-01 08:09:24.2060",192,"Purchase St at Pearl St",42.354659,-71.053181,7,"Fan Pier",42.3533905070523,-71.04457139968872,2304,"Subscriber",1984,1
272,"2019-02-01 08:05:19.8990","2019-02-01 08:09:52.3840",177,"University Park",42.36264779118595,-71.10006093978882,179,"MIT Vassar St",42.355601213279265,-71.10394477844238,3584,"Subscriber",1982,1
212,"2019-02-01 08:05:18.3260","2019-02-01 08:08:50.5460",374,"Tremont St at Hamilton Pl",42.35668334969929,-71.06166645884514,345,"Park Plaza at Charles St S.",42.351828068920675,-71.06781138111728,3078,"Subscriber",1969,1
1239,"2019-02-01 08:05:28.0170","2019-02-01 08:26:08.0150",105,"Lower Cambridgeport at Magazine St / Riverside Rd",42.357218503176526,-71.1138716340065,6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,3464,"Subscriber",1990,1
784,"2019-02-01 08:05:35.4760","2019-02-01 08:18:39.9620",161,"W Broadway at D St",42.3391085,-71.0514432,59,"Chinatown Gate Plaza",42.351356,-71.059367,4354,"Subscriber",1995,1
325,"2019-02-01 08:06:06.1210","2019-02-01 08:11:31.9440",22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,65,"Boston Convention and Exhibition Center - Summer St at West Side Dr",42.347763454147454,-71.0453599691391,2257,"Subscriber",1960,1
604,"2019-02-01 08:06:16.9590","2019-02-01 08:16:21.1480",39,"Washington St at Rutland St",42.338514601785995,-71.07404083013535,81,"Chinatown T Stop",42.352409,-71.062679,3630,"Subscriber",1993,2
242,"2019-02-01 08:06:19.3210","2019-02-01 08:10:21.6830",157,"Seaport Blvd at Sleeper St",42.35317809186252,-71.04817356923377,20,"Aquarium T Stop - 200 Atlantic Ave",42.35991176110118,-71.0514298081398,4122,"Subscriber",1980,2
373,"2019-02-01 08:06:40.0600","2019-02-01 08:12:54.0460",4,"Tremont St at E Berkeley St",42.345392,-71.069616,22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,3601,"Subscriber",1971,1
187,"2019-02-01 08:07:01.9410","2019-02-01 08:10:09.3600",125,"Hyde Square - Barbara St at Centre St",42.32176525723952,-71.10984160567114,131,"Jackson Square T Stop",42.32293117195949,-71.10014140605927,3931,"Subscriber",1991,1
1083,"2019-02-01 08:06:56.6150","2019-02-01 08:24:59.9500",119,"South Boston Library - 646 E Broadway",42.335741,-71.03877,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,3980,"Subscriber",1963,2
881,"2019-02-01 08:06:57.6360","2019-02-01 08:21:39.5290",335,"Harvard St at Greene-Rose Heritage Park",42.36599432867437,-71.09522221614498,54,"Tremont St at West St",42.354979,-71.063348,3515,"Subscriber",1989,1
351,"2019-02-01 08:06:58.8780","2019-02-01 08:12:50.3880",151,"Surface Rd at India St",42.358155,-71.052163,218,"Watermark Seaport - Boston Wharf Rd at Seaport Blvd",42.351586001198456,-71.04569256305693,4096,"Subscriber",1992,2
324,"2019-02-01 08:07:26.2480","2019-02-01 08:12:50.7600",372,"Boylston St at Exeter St",42.349589423682445,-71.0794677917329,345,"Park Plaza at Charles St S.",42.351828068920675,-71.06781138111728,3240,"Subscriber",1991,1
335,"2019-02-01 08:07:46.2870","2019-02-01 08:13:22.2710",195,"Child St at North St",42.37150494100319,-71.07249312120985,185,"Third at Binney",42.36544486137399,-71.08277142047882,4431,"Subscriber",1985,1
573,"2019-02-01 08:08:04.9730","2019-02-01 08:17:38.1280",6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,218,"Watermark Seaport - Boston Wharf Rd at Seaport Blvd",42.351586001198456,-71.04569256305693,3526,"Subscriber",1983,1
454,"2019-02-01 08:08:17.0520","2019-02-01 08:15:51.7760",222,"Troy Boston",42.343749,-71.062256,22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,3594,"Subscriber",1976,1
1465,"2019-02-01 08:09:16.7750","2019-02-01 08:33:42.2680",356,"Charlestown Navy Yard",42.374124549426526,-71.05481199938367,91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,4070,"Subscriber",1960,2
286,"2019-02-01 08:09:39.0120","2019-02-01 08:14:25.1400",43,"Rowes Wharf at Atlantic Ave",42.357143,-71.050699,22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,3612,"Subscriber",1956,2
464,"2019-02-01 08:09:47.5840","2019-02-01 08:17:32.1110",335,"Harvard St at Greene-Rose Heritage Park",42.36599432867437,-71.09522221614498,96,"Cambridge Main Library at Broadway / Trowbridge St",42.373379,-71.111075,3847,"Subscriber",1998,1
93,"2019-02-01 08:10:24.0260","2019-02-01 08:11:57.1610",184,"Sidney Research Campus/ Erie Street at Waverly",42.35775309465199,-71.10393404960632,184,"Sidney Research Campus/ Erie Street at Waverly",42.35775309465199,-71.10393404960632,2551,"Subscriber",1982,2
815,"2019-02-01 08:10:28.0190","2019-02-01 08:24:03.3500",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.34807412317439,-71.07657015323639,91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,2326,"Subscriber",1980,1
353,"2019-02-01 08:10:36.0900","2019-02-01 08:16:30.0770",89,"Harvard Law School at Mass Ave / Jarvis St",42.379011,-71.119945,74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,2519,"Subscriber",1989,1
535,"2019-02-01 08:11:18.3750","2019-02-01 08:20:14.1370",6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,40,"Lewis Wharf at Atlantic Ave",42.363871,-71.050877,2791,"Subscriber",1991,1
971,"2019-02-01 08:11:38.2360","2019-02-01 08:27:49.3320",369,"Boston Public Market",42.36254854409333,-71.0573735833168,67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,4527,"Subscriber",1986,1
781,"2019-02-01 08:12:20.0430","2019-02-01 08:25:21.9310",381,"Inman Square at Springfield St.",42.37438408515815,-71.1001574621514,189,"Kendall T",42.362427842912396,-71.08495473861694,3580,"Subscriber",1984,1
263,"2019-02-01 08:12:49.2240","2019-02-01 08:17:12.3250",139,"Dana Park",42.361780439606044,-71.10809952020645,177,"University Park",42.36264779118595,-71.10006093978882,3716,"Subscriber",1973,1
184,"2019-02-01 08:12:53.5230","2019-02-01 08:15:58.1440",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,2267,"Subscriber",1966,1
821,"2019-02-01 08:12:56.8780","2019-02-01 08:26:38.0490",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,141,"Kendall Street",42.363560158429884,-71.08216792345047,3905,"Subscriber",1981,1
498,"2019-02-01 08:12:52.6040","2019-02-01 08:21:11.3840",163,"The Lawn on D",42.344792,-71.044024,150,"State Street at Channel Center",42.344137,-71.052608,3765,"Subscriber",1969,0
624,"2019-02-01 08:13:07.7410","2019-02-01 08:23:31.9740",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,59,"Chinatown Gate Plaza",42.351356,-71.059367,2337,"Subscriber",1980,1
379,"2019-02-01 08:13:21.0160","2019-02-01 08:19:40.7510",377,"Perry Park",42.37927324600841,-71.10341902831351,108,"Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St",42.377945,-71.116865,3817,"Subscriber",1988,1
1013,"2019-02-01 08:13:25.3640","2019-02-01 08:30:18.6850",193,"Brookline Town Hall",42.33376472623494,-71.12046446660315,12,"Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",42.33624444796878,-71.08798563480377,3350,"Subscriber",1975,1
523,"2019-02-01 08:13:26.7600","2019-02-01 08:22:10.0800",69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,14,"HMS/HSPH - Avenue Louis Pasteur at Longwood Ave",42.3374174845973,-71.10286116600037,2018,"Subscriber",1989,1
493,"2019-02-01 08:13:48.0300","2019-02-01 08:22:01.8760",22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,31,"Seaport Hotel - Congress St at Seaport Ln",42.34881026188269,-71.04167744055303,4046,"Subscriber",2000,1
1064,"2019-02-01 08:13:41.1890","2019-02-01 08:31:26.0470",69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,177,"University Park",42.36264779118595,-71.10006093978882,3572,"Subscriber",1948,1
421,"2019-02-01 08:13:44.2990","2019-02-01 08:20:46.2070",40,"Lewis Wharf at Atlantic Ave",42.363871,-71.050877,157,"Seaport Blvd at Sleeper St",42.35317809186252,-71.04817356923377,2510,"Subscriber",1986,1
735,"2019-02-01 08:14:13.4890","2019-02-01 08:26:28.8290",39,"Washington St at Rutland St",42.338514601785995,-71.07404083013535,22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,4220,"Subscriber",1978,1
236,"2019-02-01 08:14:05.0760","2019-02-01 08:18:01.3260",81,"Chinatown T Stop",42.352409,-71.062679,23,"Boston City Hall - 28 State St",42.35892,-71.057629,1066,"Subscriber",1988,1
180,"2019-02-01 08:14:47.6810","2019-02-01 08:17:48.1580",118,"Linear Park - Mass. Ave. at Cameron Ave. ",42.397828,-71.130516,100,"Davis Square",42.396969,-71.123024,3096,"Subscriber",1992,2
491,"2019-02-01 08:14:48.7350","2019-02-01 08:23:00.3850",31,"Seaport Hotel - Congress St at Seaport Ln",42.34881026188269,-71.04167744055303,43,"Rowes Wharf at Atlantic Ave",42.357143,-71.050699,3930,"Subscriber",1985,1
1021,"2019-02-01 08:14:47.1010","2019-02-01 08:31:48.2540",119,"South Boston Library - 646 E Broadway",42.335741,-71.03877,20,"Aquarium T Stop - 200 Atlantic Ave",42.35991176110118,-71.0514298081398,3178,"Subscriber",1988,2
204,"2019-02-01 08:15:00.7980","2019-02-01 08:18:25.6980",178,"MIT Pacific St at Purrington St",42.35957320109044,-71.10129475593567,67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,3326,"Subscriber",1984,1
694,"2019-02-01 08:15:15.8250","2019-02-01 08:26:50.7580",362,"Columbia Rd at Tierney Community Center",42.33023070528729,-71.05060093123029,161,"W Broadway at D St",42.3391085,-71.0514432,4099,"Subscriber",1994,1
534,"2019-02-01 08:15:29.3910","2019-02-01 08:24:24.3330",6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,189,"Kendall T",42.362427842912396,-71.08495473861694,2143,"Subscriber",1979,1
1069,"2019-02-01 08:16:15.0770","2019-02-01 08:34:04.9920",379,"Tremont St at W. Dedham St",42.34254913737952,-71.07421449387857,218,"Watermark Seaport - Boston Wharf Rd at Seaport Blvd",42.351586001198456,-71.04569256305693,3465,"Subscriber",1987,2
570,"2019-02-01 08:16:32.4000","2019-02-01 08:26:02.5090",40,"Lewis Wharf at Atlantic Ave",42.363871,-71.050877,59,"Chinatown Gate Plaza",42.351356,-71.059367,3543,"Subscriber",1975,1
360,"2019-02-01 08:16:43.9470","2019-02-01 08:22:44.8290",363,"Harrison Ave at Mullins Way",42.34521562115022,-71.0638403149278,13,"Boston Medical Center - E Concord St at Harrison Ave",42.33671641210506,-71.06880776602338,3738,"Subscriber",1984,1
669,"2019-02-01 08:17:01.4480","2019-02-01 08:28:10.9320",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.34807412317439,-71.07657015323639,67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,2221,"Subscriber",1981,1
675,"2019-02-01 08:17:07.6760","2019-02-01 08:28:23.5920",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,374,"Tremont St at Hamilton Pl",42.35668334969929,-71.06166645884514,3166,"Subscriber",1966,1
598,"2019-02-01 08:17:04.5640","2019-02-01 08:27:03.0770",381,"Inman Square at Springfield St.",42.37438408515815,-71.1001574621514,74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,3553,"Subscriber",1963,1
346,"2019-02-01 08:17:12.9950","2019-02-01 08:22:59.1110",179,"MIT Vassar St",42.355601213279265,-71.10394477844238,189,"Kendall T",42.362427842912396,-71.08495473861694,3329,"Subscriber",1987,1
320,"2019-02-01 08:17:34.3520","2019-02-01 08:22:55.1090",178,"MIT Pacific St at Purrington St",42.35957320109044,-71.10129475593567,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,2203,"Subscriber",1994,1
678,"2019-02-01 08:17:41.4710","2019-02-01 08:28:59.7020",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,372,"Boylston St at Exeter St",42.349589423682445,-71.0794677917329,1665,"Subscriber",1976,1
309,"2019-02-01 08:17:45.2840","2019-02-01 08:22:54.7330",177,"University Park",42.36264779118595,-71.10006093978882,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,4030,"Subscriber",1990,2
268,"2019-02-01 08:18:12.7600","2019-02-01 08:22:40.8220",91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,107,"Ames St at Main St",42.3625,-71.08822,4219,"Subscriber",1987,1
473,"2019-02-01 08:18:28.7460","2019-02-01 08:26:21.9600",75,"Lafayette Square at Mass Ave / Main St / Columbia St",42.36346469304347,-71.10057324171066,141,"Kendall Street",42.363560158429884,-71.08216792345047,3842,"Subscriber",1976,1
612,"2019-02-01 08:18:35.1490","2019-02-01 08:28:47.7220",91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,2514,"Subscriber",1995,2
472,"2019-02-01 08:18:57.0600","2019-02-01 08:26:49.1960",36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,81,"Chinatown T Stop",42.352409,-71.062679,4123,"Subscriber",1975,2
151,"2019-02-01 08:19:07.8380","2019-02-01 08:21:39.7000",118,"Linear Park - Mass. Ave. at Cameron Ave. ",42.397828,-71.130516,100,"Davis Square",42.396969,-71.123024,3828,"Subscriber",1986,1
1908,"2019-02-01 08:19:18.2620","2019-02-01 08:51:07.2230",332,"Harvard Ave at Brainerd Rd",42.34953016890375,-71.13022770741735,23,"Boston City Hall - 28 State St",42.35892,-71.057629,3708,"Subscriber",1970,1
166,"2019-02-01 08:19:26.3800","2019-02-01 08:22:13.3620",369,"Boston Public Market",42.36254854409333,-71.0573735833168,151,"Surface Rd at India St",42.358155,-71.052163,3883,"Subscriber",1987,1
820,"2019-02-01 08:19:30.3950","2019-02-01 08:33:11.2630",332,"Harvard Ave at Brainerd Rd",42.34953016890375,-71.13022770741735,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3879,"Subscriber",1986,1
342,"2019-02-01 08:20:14.5720","2019-02-01 08:25:57.3190",98,"Warren St at Chelsea St",42.371848,-71.060292,143,"EF - North Point Park",42.369885,-71.069957,4359,"Subscriber",1983,1
441,"2019-02-01 08:20:28.1520","2019-02-01 08:27:49.2240",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,43,"Rowes Wharf at Atlantic Ave",42.357143,-71.050699,4063,"Subscriber",1975,1
1298,"2019-02-01 08:20:29.6210","2019-02-01 08:42:08.2030",69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3599,"Subscriber",1980,1
437,"2019-02-01 08:21:04.0730","2019-02-01 08:28:21.4370",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,192,"Purchase St at Pearl St",42.354659,-71.053181,2951,"Subscriber",1967,1
430,"2019-02-01 08:21:24.9790","2019-02-01 08:28:35.9590",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.34807412317439,-71.07657015323639,364,"Tremont St at Northampton St",42.33889559644165,-71.08149975611013,3547,"Subscriber",1981,1
234,"2019-02-01 08:21:37.1860","2019-02-01 08:25:31.7290",152,"Ink Block - Harrison Ave at Herald St",42.345901,-71.063187,222,"Troy Boston",42.343749,-71.062256,4133,"Subscriber",1989,1
836,"2019-02-01 08:21:53.7350","2019-02-01 08:35:50.2690",181,"Huron Ave At Vassal Lane",42.381650612901176,-71.13426981498378,76,"Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St",42.366426,-71.105495,3430,"Subscriber",1951,1
811,"2019-02-01 08:22:07.1840","2019-02-01 08:35:38.7950",333,"699 Mt Auburn St",42.37500235137831,-71.14871613699506,70,"Harvard Kennedy School at Bennett St / Eliot St",42.3722168027866,-71.12188071012497,4049,"Subscriber",1989,2
190,"2019-02-01 08:22:26.2560","2019-02-01 08:25:36.5230",77,"Somerville City Hall",42.386844,-71.09812,78,"Union Square - Somerville",42.379595255143805,-71.09530799109052,2594,"Subscriber",1991,1
909,"2019-02-01 08:22:42.8620","2019-02-01 08:37:51.9640",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,151,"Surface Rd at India St",42.358155,-71.052163,4478,"Subscriber",1995,1
1234,"2019-02-01 08:23:04.8030","2019-02-01 08:43:38.8810",33,"Kenmore Square",42.348706,-71.097009,141,"Kendall Street",42.363560158429884,-71.08216792345047,2729,"Subscriber",1973,2
697,"2019-02-01 08:23:14.1240","2019-02-01 08:34:51.2510",116,"359 Broadway - Broadway at Fayette Street",42.370803,-71.104412,141,"Kendall Street",42.363560158429884,-71.08216792345047,3730,"Subscriber",1991,1
490,"2019-02-01 08:23:22.0050","2019-02-01 08:31:32.0570",87,"Harvard University Housing - 115 Putnam Ave at Peabody Terrace",42.366621,-71.114214,73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,2127,"Subscriber",1988,1
482,"2019-02-01 08:23:24.5570","2019-02-01 08:31:26.9480",4,"Tremont St at E Berkeley St",42.345392,-71.069616,81,"Chinatown T Stop",42.352409,-71.062679,4493,"Subscriber",1988,1
406,"2019-02-01 08:24:45.4740","2019-02-01 08:31:31.9980",54,"Tremont St at West St",42.354979,-71.063348,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,3515,"Subscriber",1991,1
354,"2019-02-01 08:24:35.4950","2019-02-01 08:30:30.3310",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,221,"Verizon Innovation Hub 10 Ware Street",42.37250864997261,-71.11305356025696,4087,"Subscriber",1987,1
1697,"2019-02-01 08:24:56.3360","2019-02-01 08:53:14.2970",23,"Boston City Hall - 28 State St",42.35892,-71.057629,89,"Harvard Law School at Mass Ave / Jarvis St",42.379011,-71.119945,4093,"Subscriber",1963,1
614,"2019-02-01 08:25:01.7090","2019-02-01 08:35:15.7240",78,"Union Square - Somerville",42.379595255143805,-71.09530799109052,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3652,"Subscriber",1989,1
289,"2019-02-01 08:25:16.8300","2019-02-01 08:30:06.4290",91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,4105,"Subscriber",1992,1
939,"2019-02-01 08:25:18.1310","2019-02-01 08:40:57.1410",33,"Kenmore Square",42.348706,-71.097009,75,"Lafayette Square at Mass Ave / Main St / Columbia St",42.36346469304347,-71.10057324171066,2051,"Subscriber",1972,2
359,"2019-02-01 08:25:24.3830","2019-02-01 08:31:24.0870",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,116,"359 Broadway - Broadway at Fayette Street",42.370803,-71.104412,4151,"Subscriber",1956,2
629,"2019-02-01 08:25:33.5990","2019-02-01 08:36:03.4420",33,"Kenmore Square",42.348706,-71.097009,68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,3614,"Subscriber",1969,0
361,"2019-02-01 08:25:39.3620","2019-02-01 08:31:41.1860",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,184,"Sidney Research Campus/ Erie Street at Waverly",42.35775309465199,-71.10393404960632,3015,"Subscriber",1977,1
239,"2019-02-01 08:25:52.0670","2019-02-01 08:29:51.6610",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.34807412317439,-71.07657015323639,26,"Washington St at Waltham St",42.341522,-71.068922,3380,"Subscriber",1985,1
596,"2019-02-01 08:26:01.4070","2019-02-01 08:35:58.2240",57,"Columbus Ave at Massachusetts Ave",42.340542615516355,-71.08138847914233,59,"Chinatown Gate Plaza",42.351356,-71.059367,4521,"Subscriber",1991,1
323,"2019-02-01 08:26:19.7210","2019-02-01 08:31:43.1270",189,"Kendall T",42.362427842912396,-71.08495473861694,380,"Mass Ave at Albany St",42.36135837662249,-71.09670273977825,4139,"Subscriber",1961,1
1994,"2019-02-01 08:26:18.3580","2019-02-01 08:59:32.6010",183,"Alewife MBTA at Steel Place",42.395588457167094,-71.14260613918304,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2764,"Subscriber",1975,1
429,"2019-02-01 08:26:27.3160","2019-02-01 08:33:36.6850",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,179,"MIT Vassar St",42.355601213279265,-71.10394477844238,3187,"Subscriber",1967,1
620,"2019-02-01 08:26:36.3620","2019-02-01 08:36:57.1570",222,"Troy Boston",42.343749,-71.062256,218,"Watermark Seaport - Boston Wharf Rd at Seaport Blvd",42.351586001198456,-71.04569256305693,3856,"Subscriber",1989,1
365,"2019-02-01 08:26:39.1030","2019-02-01 08:32:45.0290",335,"Harvard St at Greene-Rose Heritage Park",42.36599432867437,-71.09522221614498,72,"One Broadway / Kendall Sq at Main St / 3rd St",42.36224178650923,-71.0831107199192,2397,"Subscriber",1975,1
610,"2019-02-01 08:26:43.1490","2019-02-01 08:36:53.3120",189,"Kendall T",42.362427842912396,-71.08495473861694,84,"CambridgeSide Galleria - CambridgeSide PL at Land Blvd",42.366981,-71.076472,3855,"Subscriber",1990,1
501,"2019-02-01 08:26:58.8430","2019-02-01 08:35:20.4160",380,"Mass Ave at Albany St",42.36135837662249,-71.09670273977825,74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,4156,"Customer",1995,2
